Hash(vPC),Name
0xE8AF77C4C06ADC93,GET_PLAYER_RADIO_STATION_INDEX
0xF6D733C32076AD03,GET_PLAYER_RADIO_STATION_NAME
0xB28ECA15046CA8B9,GET_RADIO_STATION_NAME
0xA571991A7FE6CCEB,GET_PLAYER_RADIO_STATION_GENRE
0xA151A7394A214E65,IS_RADIO_RETUNING
0x0626A247D2405330,IS_RADIO_FADED_OUT
0xFF266D1D0EB1195D,SET_RADIO_RETUNE_UP
0xDD6BCF9E94425DF9,SET_RADIO_RETUNE_DOWN
0xC69EDA28699D5107,SET_RADIO_TO_STATION_NAME
0x1B9C0099CB942AC6,SET_VEH_RADIO_STATION
0x3E45765F3FBB582F,_SET_VEH_HAS_RADIO_OVERRIDE
0x0BE4BE946463F917,_IS_VEHICLE_RADIO_ENABLED
0xACF57305B12AF907,SET_EMITTER_RADIO_STATION
0x399D2D3B33F1B8EB,SET_STATIC_EMITTER_ENABLED
0x651D3228960D08AF,_LINK_STATIC_EMITTER_TO_ENTITY
0xA619B168B8A8570F,SET_RADIO_TO_STATION_INDEX
0xF7F26C6E9CC9EBB8,SET_FRONTEND_RADIO_ACTIVE
0xB165AB7C248B2DC1,UNLOCK_MISSION_NEWS_STORY
0x66E49BF55B4B1874,IS_MISSION_NEWS_STORY_UNLOCKED
0x50B196FC9ED6545B,GET_AUDIBLE_MUSIC_TRACK_TEXT_ID
0xCD536C4D33DCC900,PLAY_END_CREDITS_MUSIC
0x6DDBBDD98E2E9C25,SKIP_RADIO_FORWARD
0x344F393B027E38C3,FREEZE_RADIO_STATION
0xFC00454CF60B91DD,UNFREEZE_RADIO_STATION
0xC1AA9F53CE982990,SET_RADIO_AUTO_UNFREEZE
0x88795F13FACDA88D,SET_INITIAL_PLAYER_STATION
0x19F21E63AE6EAE4E,SET_USER_RADIO_CONTROL_ENABLED
0xB39786F201FEE30B,SET_RADIO_TRACK
0x2CB0075110BE1E56,_SET_RADIO_TRACK_MIX
0xBB6F1CAEC68B0BCE,SET_VEHICLE_RADIO_LOUD
0x032A116663A4D5AC,CAN_VEHICLE_RECEIVE_CB_RADIO
0x1098355A16064BB3,SET_MOBILE_RADIO_ENABLED_DURING_GAMEPLAY
0x109697E2FFBAC8A1,DOES_PLAYER_VEH_HAVE_RADIO
0x5F43D83FD6738741,IS_PLAYER_VEH_RADIO_ENABLE
0x3B988190C0AA6C0B,SET_VEHICLE_RADIO_ENABLED
0x4E404A9361F75BB2,SET_CUSTOM_RADIO_TRACK_LIST
0x1654F24A88A8E3FE,CLEAR_CUSTOM_RADIO_TRACK_LIST
0xF1620ECB50E01DE7,GET_NUM_UNLOCKED_RADIO_STATIONS
0x8D67489793FF428B,FIND_RADIO_STATION_INDEX
0x774BD811F656A122,SET_RADIO_STATION_MUSIC_ONLY
0x2C96CDB04FCA358E,SET_RADIO_FRONTEND_FADE_TIME
0x031ACB6ABA18C729,UNLOCK_RADIO_STATION_TRACK_LIST
0xFF5E5EA2DCEEACF3,_LOCK_RADIO_STATION_TRACK_LIST
0x47AED84213A47510,_UPDATE_LSUR
0x477D9DB48F889591,_LOCK_RADIO_STATION
0x4CAFEBFA21EC188D,_SET_RADIO_STATION_IS_VISIBLE
0x4E0AF9114608257C,_FORCE_RADIO_TRACK_LIST_POSITION
0x3E65CDE5215832C1,_GET_CURRENT_RADIO_STATION_HASH
0xBDA07E5950085E46,SET_AMBIENT_ZONE_STATE
0x218DD44AAAC964FF,CLEAR_AMBIENT_ZONE_STATE
0x9748FA4DE50CCE3E,SET_AMBIENT_ZONE_LIST_STATE
0x120C48C614909FA4,CLEAR_AMBIENT_ZONE_LIST_STATE
0x1D6650420CEC9D3B,SET_AMBIENT_ZONE_STATE_PERSISTENT
0xF3638DAE8C4045E1,SET_AMBIENT_ZONE_LIST_STATE_PERSISTENT
0x01E2817A479A7F9B,IS_AMBIENT_ZONE_ENABLED
0x3B4BF5F0859204D9,SET_CUTSCENE_AUDIO_OVERRIDE
0xBCC29F935ED07688,SET_VARIABLE_ON_SYNCH_SCENE_AUDIO
0xDFEBD56D9BD1EB16,PLAY_POLICE_REPORT
0xB4F90FAF7670B16F,_CANCEL_CURRENT_POLICE_REPORT
0x1B9025BDA76822B6,BLIP_SIREN
0x3CDC1E622CCE0356,OVERRIDE_VEH_HORN
0x9D6BFC12B05C6121,IS_HORN_ACTIVE
0x395BF71085D1B1D9,SET_AGGRESSIVE_HORNS
0xD11FA52EB849D978,IS_STREAM_PLAYING
0x4E72BBDBCA58A3DB,GET_STREAM_PLAY_TIME
0x1F1F957154EC51DF,LOAD_STREAM
0x59C16B79F53B3712,LOAD_STREAM_WITH_START_OFFSET
0x89049DD63C08B5D1,PLAY_STREAM_FROM_PED
0xB70374A758007DFA,PLAY_STREAM_FROM_VEHICLE
0xEBAA9B64D76356FD,PLAY_STREAM_FROM_OBJECT
0x58FCE43488F9F5F4,PLAY_STREAM_FRONTEND
0x21442F412E8DE56B,PLAY_STREAM_FROM_POSITION
0xA4718A1419D18151,STOP_STREAM
0x9D64D7405520E3D3,STOP_PED_SPEAKING
0xA9A41C1E940FB0E8,DISABLE_PED_PAIN_AUDIO
0x932C2D096A2C3FFF,IS_AMBIENT_SPEECH_DISABLED
0x1FEF0683B96EBCF2,SET_SIREN_WITH_NO_DRIVER
0xF584CF8529B51434,_SET_SIREN_KEEP_ON
0x66C3FB05206041BA,_TRIGGER_SIREN
0x9C11908013EA4715,SET_HORN_PERMANENTLY_ON
0x76D683C108594D0E,SET_HORN_ENABLED
0xE5564483E407F914,SET_AUDIO_VEHICLE_PRIORITY
0x9D3AF56E94C9AE98,SET_HORN_PERMANENTLY_ON_TIME
0xFA932DE350266EF8,USE_SIREN_AS_HORN
0x4F0C413926060B38,_FORCE_VEHICLE_ENGINE_AUDIO
0xCA4CEA6AE0000A7E,_PRELOAD_VEHICLE_AUDIO
0xF1F8157B8C3F171C,SET_VEHICLE_STARTUP_REV_SOUND
0xD2DCCD8E16E20997,_RESET_VEHICLE_STARTUP_REV_SOUND
0x5DB8010EE71FDEF2,IS_VEHICLE_AUDIBLY_DAMAGED
0x59E7B488451F4D3A,SET_VEHICLE_AUDIO_ENGINE_DAMAGE_FACTOR
0x01BB4D577D38BD9E,SET_VEHICLE_AUDIO_BODY_DAMAGE_FACTOR
0x1C073274E065C6D2,ENABLE_VEHICLE_FANBELT_DAMAGE
0x2BE4BC731D039D5A,ENABLE_VEHICLE_EXHAUST_POPS
0x4A04DE7CAB2739A1,SET_VEHICLE_BOOST_ACTIVE
0x06C0023BED16DD6B,SET_SCRIPT_UPDATE_DOOR_AUDIO
0x3A539D52857EA82D,PLAY_VEHICLE_DOOR_OPEN_SOUND
0x62A456AA4769EF34,PLAY_VEHICLE_DOOR_CLOSE_SOUND
0xC15907D667F7CFB2,ENABLE_STALL_WARNING_SOUNDS
0x6D28DC1671E334FD,IS_GAME_IN_CONTROL_OF_MUSIC
0x3BD3F52BA9B1E4E8,SET_GPS_ACTIVE
0xB138AAB8A70D3C69,PLAY_MISSION_COMPLETE_AUDIO
0x19A30C23F5827F8A,IS_MISSION_COMPLETE_PLAYING
0x6F259F82D873B8B8,IS_MISSION_COMPLETE_READY_FOR_UI
0xF154B8D1775B2DEC,BLOCK_DEATH_JINGLE
0x013A80FC08F6E4F2,START_AUDIO_SCENE
0xDFE8422B3B94E688,STOP_AUDIO_SCENE
0xBAC7FC81A75EC1A1,STOP_AUDIO_SCENES
0xB65B60556E2A9225,IS_AUDIO_SCENE_ACTIVE
0xEF21A9EF089A2668,SET_AUDIO_SCENE_VARIABLE
0xA5F377B175A699C5,SET_AUDIO_SCRIPT_CLEANUP_TIME
0x153973AB99FE8980,ADD_ENTITY_TO_AUDIO_MIX_GROUP
0x18EB48CFC41F2EA0,REMOVE_ENTITY_FROM_AUDIO_MIX_GROUP
0x845FFC3A4FEEFA3E,AUDIO_IS_SCRIPTED_MUSIC_PLAYING
0x2DD39BF3E2F9C47F,_AUDIO_IS_SCRIPTED_MUSIC_PLAYING_2
0x1E5185B72EF5158A,PREPARE_MUSIC_EVENT
0x5B17A90291133DA5,CANCEL_MUSIC_EVENT
0x706D57B0F50DA710,TRIGGER_MUSIC_EVENT
0xA097AB275061FB21,IS_MUSIC_ONESHOT_PLAYING
0xE7A0D23DC414507B,GET_MUSIC_PLAYTIME
0xFBE20329593DEC9D,RECORD_BROKEN_GLASS
0xB32209EFFDC04913,CLEAR_ALL_BROKEN_GLASS
0x149AEE66F0CB3A99,SET_PED_WALLA_DENSITY
0x8BF907833BE275DE,SET_PED_INTERIOR_WALLA_DENSITY
0x062D5EAD4DA2FA6A,FORCE_PED_PANIC_WALLA
0x9D74AE343DB65533,PREPARE_ALARM
0x0355EF116C4C97B2,START_ALARM
0xA1CADDCD98415A41,STOP_ALARM
0x2F794A877ADD4C92,STOP_ALL_ALARMS
0x226435CB96CCFC8C,IS_ALARM_PLAYING
0x02165D55000219AC,GET_VEHICLE_DEFAULT_HORN
0xACB5DCCA1EC76840,GET_VEHICLE_DEFAULT_HORN_IGNORE_MODS
0xF54BB7B61036F335,RESET_PED_AUDIO_FLAGS
0x0653B735BFBDFE87,_SET_PED_AUDIO_FOOTSTEP_LOUD
0x29DA3CA8D8B2692D,_SET_PED_AUDIO_FOOTSTEP_QUIET
0xD2CC78CD3D0B50F9,OVERRIDE_PLAYER_GROUND_MATERIAL
0x75773E11BA459E90,_OVERRIDE_MICROPHONE_SETTINGS
0xD57AAAE0E2214D11,FREEZE_MICROPHONE
0x552369F549563AD5,DISTANT_COP_CAR_SIRENS
0xB9EFD5C25018725A,SET_AUDIO_FLAG
0xC7ABCACA4985A766,PREPARE_SYNCHRONIZED_AUDIO_EVENT
0x029FE7CD1B7E2E75,PREPARE_SYNCHRONIZED_AUDIO_EVENT_FOR_SCENE
0x8B2FD4560E55DD2D,PLAY_SYNCHRONIZED_AUDIO_EVENT
0x92D6A88E64A94430,STOP_SYNCHRONIZED_AUDIO_EVENT
0xC8EDE9BDBCCBA6D4,INIT_SYNCH_SCENE_AUDIO_WITH_POSITION
0x950A154B8DAB6185,INIT_SYNCH_SCENE_AUDIO_WITH_ENTITY
0x12561FCBB62D5B9C,SET_AUDIO_SPECIAL_EFFECT_MODE
0x044DBAD7A7FA2BE5,SET_PORTAL_SETTINGS_OVERRIDE
0xB4BBFD9CD8B3922B,REMOVE_PORTAL_SETTINGS_OVERRIDE
0x3A48AB4445D499BE,GET_MUSIC_VOL_SLIDER
0x4ADA3F19BE4A6047,REQUEST_TENNIS_BANKS
0x0150B6FF25A9E2E5,UNREQUEST_TENNIS_BANKS
0x806058BBDC136E06,STOP_CUTSCENE_AUDIO
0x544810ED9DB6BBE6,_HAS_MULTIPLAYER_AUDIO_DATA_LOADED
0x5B50ABB1FE3746F4,_HAS_MULTIPLAYER_AUDIO_DATA_UNLOADED
0xD53F3A29BCE2580E,_GET_VEHICLE_DEFAULT_HORN_VARIATION
0x0350E7E17BA767D0,_SET_VEHICLE_HORN_VARIATION
0x4EE5367468A65CCC,ADD_SCRIPT_TO_RANDOM_PED
0x0BE84C318BA6EC22,REGISTER_OBJECT_SCRIPT_BRAIN
0xCCBA154209823057,IS_OBJECT_WITHIN_BRAIN_ACTIVATION_RANGE
0x3CDC7136613284BD,REGISTER_WORLD_POINT_SCRIPT_BRAIN
0xC5042CC6F5E3D450,IS_WORLD_POINT_WITHIN_BRAIN_ACTIVATION_RANGE
0x67AA4D73F0CFA86B,ENABLE_SCRIPT_BRAIN_SET
0x14D8518E9760F08F,DISABLE_SCRIPT_BRAIN_SET
0x4D953DF78EBF8158,_PREPARE_SCRIPT_BRAIN
0x07E5B515DB0636FC,RENDER_SCRIPT_CAMS
0xC819F3CBB62BF692,STOP_RENDERING_SCRIPT_CAMS_USING_CATCH_UP
0xC3981DCE61D9E13F,CREATE_CAM
0xB51194800B257161,CREATE_CAM_WITH_PARAMS
0x5E3CF89C6BCCA67D,CREATE_CAMERA
0x6ABFA3E16460F22D,CREATE_CAMERA_WITH_PARAMS
0x865908C81A2C22E9,DESTROY_CAM
0x8E5FB15663F79120,DESTROY_ALL_CAMS
0xA7A932170592B50E,DOES_CAM_EXIST
0x026FB97D0A425F84,SET_CAM_ACTIVE
0xDFB2B516207D3534,IS_CAM_ACTIVE
0x02EC0AF5C5A49B7A,IS_CAM_RENDERING
0x5234F9F10919EABA,GET_RENDERING_CAM
0xBAC038F7459AE5AE,GET_CAM_COORD
0x7D304C1C955E3E12,GET_CAM_ROT
0xC3330A45CCCDB26A,GET_CAM_FOV
0xC520A34DAFBF24B1,GET_CAM_NEAR_CLIP
0xB60A9CFEB21CA6AA,GET_CAM_FAR_CLIP
0x255F8DAFD540D397,GET_CAM_FAR_DOF
0xBFD8727AEA3CCEBA,SET_CAM_PARAMS
0x4D41783FB745E42E,SET_CAM_COORD
0x85973643155D0B07,SET_CAM_ROT
0xB13C14F66A00D047,SET_CAM_FOV
0xC7848EFCCC545182,SET_CAM_NEAR_CLIP
0xAE306F2A904BF86E,SET_CAM_FAR_CLIP
0x6F0F77FBA9A8F2E6,SET_CAM_MOTION_BLUR_STRENGTH
0x3FA4BF0A7AB7DE2C,SET_CAM_NEAR_DOF
0xEDD91296CD01AEE0,SET_CAM_FAR_DOF
0x5EE29B4D7D5DF897,SET_CAM_DOF_STRENGTH
0x3CF48F6F96E749DC,SET_CAM_DOF_PLANES
0x16A96863A17552BB,SET_CAM_USE_SHALLOW_DOF_MODE
0xA13B0222F3D94A94,SET_USE_HI_DOF
0x7DD234D6F3914C5B,_SET_CAM_DOF_FNUMBER_OF_LENS
0x47B595D60664CFFA,_SET_CAM_DOF_FOCAL_LENGTH_MULTIPLIER
0xC669EEA5D031B7DE,_SET_CAM_DOF_FOCUS_DISTANCE_BIAS
0xC3654A441402562D,_SET_CAM_DOF_MAX_NEAR_IN_FOCUS_DISTANCE
0x2C654B4943BDDF7C,_SET_CAM_DOF_MAX_NEAR_IN_FOCUS_DISTANCE_BLEND_LEVEL
0xFEDB7D269E8C60E3,ATTACH_CAM_TO_ENTITY
0x61A3DBA14AB7F411,ATTACH_CAM_TO_PED_BONE
0x149916F50C34A40D,_ATTACH_CAM_TO_PED_BONE_2
0x8DB3F12A02CAEF72,_ATTACH_CAM_TO_VEHICLE_BONE
0xA2FABBE87F4BAD82,DETACH_CAM
0x45F1DE9C34B93AE6,SET_CAM_INHERIT_ROLL_VEHICLE
0xF75497BB865F0803,POINT_CAM_AT_COORD
0x5640BFF86B16E8DC,POINT_CAM_AT_ENTITY
0x68B2B5F33BA63C41,POINT_CAM_AT_PED_BONE
0xF33AB75780BA57DE,STOP_CAM_POINTING
0x8C1DC7770C51DC8D,SET_CAM_AFFECTS_AIMING
0x661B5C8654ADD825,SET_CAM_CONTROLS_MINI_MAP_HEADING
0xA2767257A320FC82,_SET_CAM_SMOOTH_SHADOWS
0x1B93E0107865DD40,SET_CAM_DEBUG_NAME
0x77C3CEC46BE286F6,_GET_DEBUG_CAMERA
0x8609C75EC438FB3B,ADD_CAM_SPLINE_NODE
0x0A9F2A468B328E74,ADD_CAM_SPLINE_NODE_USING_CAMERA_FRAME
0x0FB82563989CF4FB,ADD_CAM_SPLINE_NODE_USING_CAMERA
0x609278246A29CA34,ADD_CAM_SPLINE_NODE_USING_GAMEPLAY_FRAME
0x242B5874F0A4E052,SET_CAM_SPLINE_PHASE
0xB5349E36C546509A,GET_CAM_SPLINE_PHASE
0xD9D0E694C8282C96,GET_CAM_SPLINE_NODE_PHASE
0x1381539FEE034CDA,SET_CAM_SPLINE_DURATION
0xD1B0F412F109EA5D,SET_CAM_SPLINE_SMOOTHING_STYLE
0xB22B17DF858716A6,GET_CAM_SPLINE_NODE_INDEX
0x83B8201ED82A9A2D,SET_CAM_SPLINE_NODE_EASE
0xA6385DEB180F319F,SET_CAM_SPLINE_NODE_VELOCITY_SCALE
0x40B62FA033EB0346,OVERRIDE_CAM_SPLINE_VELOCITY
0x7DCF7C708D292D55,OVERRIDE_CAM_SPLINE_MOTION_BLUR
0x7BF1A54AE67AC070,SET_CAM_SPLINE_NODE_EXTRA_FLAGS
0x0290F35C0AD97864,IS_CAM_SPLINE_PAUSED
0x9FBDA379383A52A4,SET_CAM_ACTIVE_WITH_INTERP
0x036F97C908C2B52C,IS_CAM_INTERPOLATING
0x6A25241C340D3822,SHAKE_CAM
0xA2746EEAE3E577CD,ANIMATED_SHAKE_CAM
0x6B24BFE83A2BE47B,IS_CAM_SHAKING
0xD93DB43B82BC0D00,SET_CAM_SHAKE_AMPLITUDE
0xBDECF64367884AC3,STOP_CAM_SHAKING
0xF4C8CF9E353AFECA,SHAKE_SCRIPT_GLOBAL
0xC2EAE3FB8CDBED31,ANIMATED_SHAKE_SCRIPT_GLOBAL
0xC912AF078AF19212,IS_SCRIPT_GLOBAL_SHAKING
0x1C9D7949FA533490,STOP_SCRIPT_GLOBAL_SHAKING
0x9A2D0FB2E7852392,PLAY_CAM_ANIM
0xC90621D8A0CEECF2,IS_CAM_PLAYING_ANIM
0x4145A4C44FF3B5A6,SET_CAM_ANIM_CURRENT_PHASE
0xA10B2DB49E92A6B0,GET_CAM_ANIM_CURRENT_PHASE
0xE32EFE9AB4A9AA0C,PLAY_SYNCHRONIZED_CAM_ANIM
0x503F5920162365B2,SET_FLY_CAM_HORIZONTAL_RESPONSE
0xE827B9382CFB41BA,_SET_FLY_CAM_VERTICAL_SPEED_MULTIPLIER
0xF9D02130ECDD1D77,SET_FLY_CAM_MAX_HEIGHT
0xC91C6C55199308CA,SET_FLY_CAM_COORD_AND_CONSTRAIN
0xB16FCE9DDC7BA182,IS_SCREEN_FADED_OUT
0x5A859503B0C08678,IS_SCREEN_FADED_IN
0x797AC7CB535BA28F,IS_SCREEN_FADING_OUT
0x5C544BC6C57AC575,IS_SCREEN_FADING_IN
0xD4E8E24955024033,DO_SCREEN_FADE_IN
0x891B5B39AC6302AF,DO_SCREEN_FADE_OUT
0xDCD4EA924F42D01A,SET_WIDESCREEN_BORDERS
0x14D6F5678D8F1B37,GET_GAMEPLAY_CAM_COORD
0x837765A25378F0BB,GET_GAMEPLAY_CAM_ROT
0x65019750A0324133,GET_GAMEPLAY_CAM_FOV
0x743607648ADD4587,GET_GAMEPLAY_CAM_RELATIVE_HEADING
0xB4EC2312F4E5B1F1,SET_GAMEPLAY_CAM_RELATIVE_HEADING
0x3A6867B4845BEDA2,GET_GAMEPLAY_CAM_RELATIVE_PITCH
0x6D0858B8EDFD2B7D,SET_GAMEPLAY_CAM_RELATIVE_PITCH
0x48608C3464F58AB4,_SET_GAMEPLAY_CAM_RELATIVE_ROTATION
0x103991D4A307D472,_SET_GAMEPLAY_CAM_RAW_YAW
0x759E13EBC1C15C5A,_SET_GAMEPLAY_CAM_RAW_PITCH
0xFD55E49555E017CF,SHAKE_GAMEPLAY_CAM
0x016C090630DF1F89,IS_GAMEPLAY_CAM_SHAKING
0xA87E00932DB4D85D,SET_GAMEPLAY_CAM_SHAKE_AMPLITUDE
0x0EF93E9F3D08C178,STOP_GAMEPLAY_CAM_SHAKING
0x8BBACBF51DA047A8,SET_GAMEPLAY_CAM_FOLLOW_PED_THIS_UPDATE
0x39B5D1B10383F0C8,IS_GAMEPLAY_CAM_RENDERING
0xEA7F0AD7E9BA676F,_ENABLE_CROSSHAIR_THIS_FRAME
0x70FDA869F3317EA9,IS_GAMEPLAY_CAM_LOOKING_BEHIND
0x2AED6301F67007D5,_DISABLE_CAM_COLLISION_FOR_ENTITY
0x49482F9FCD825AAA,DISABLE_CAM_COLLISION_FOR_OBJECT
0xE33D59DA70B58FDF,IS_SPHERE_VISIBLE
0xC6D3D26810C8E0F9,IS_FOLLOW_PED_CAM_ACTIVE
0x44A113DD6FFC48D1,SET_FOLLOW_PED_CAM_THIS_UPDATE
0x8F993D26E0CA5E8E,_CLAMP_GAMEPLAY_CAM_YAW
0xA516C198B7DCA1E1,_CLAMP_GAMEPLAY_CAM_PITCH
