Hash(vConsole),Name
0xD04568B9,ASSISTED_MOVEMENT_FLUSH_ROUTE
0x94E42E2E,SET_PLAYER_FORCED_AIM
0xB0C576CB,SET_PLAYER_FORCED_ZOOM
0x374F42F0,SET_PLAYER_FORCE_SKIP_AIM_INTRO
0x30CB28CB,DISABLE_PLAYER_FIRING
0xCCD937E7,SET_DISABLE_AMBIENT_MELEE_MOVE
0xC6C3C53B,SET_PLAYER_MAX_ARMOUR
0x80C2AB09,SPECIAL_ABILITY_DEACTIVATE
0x0751908A,SPECIAL_ABILITY_DEACTIVATE_FAST
0xA7D8BCD3,SPECIAL_ABILITY_RESET
0x4136829A,_SPECIAL_ABILITY_CHARGE_ON_MISSION_FAILED
0x6F463F56,SPECIAL_ABILITY_CHARGE_SMALL
0xAB55D8F3,SPECIAL_ABILITY_CHARGE_MEDIUM
0xF440C04D,SPECIAL_ABILITY_CHARGE_LARGE
0x5FEE98A2,SPECIAL_ABILITY_CHARGE_CONTINUOUS
0x72429998,SPECIAL_ABILITY_CHARGE_ABSOLUTE
0x8C7E68C1,SPECIAL_ABILITY_CHARGE_NORMALIZED
0xB71589DA,SPECIAL_ABILITY_FILL_METER
0x9F80F6DF,SPECIAL_ABILITY_DEPLETE_METER
0x1B7BB388,SPECIAL_ABILITY_LOCK
0x1FDB2919,SPECIAL_ABILITY_UNLOCK
0xC9C75E82,IS_SPECIAL_ABILITY_UNLOCKED
0x1B17E334,IS_SPECIAL_ABILITY_ACTIVE
0x2E19D7F6,IS_SPECIAL_ABILITY_METER_FULL
0xC86C1B4E,ENABLE_SPECIAL_ABILITY
0xC01238CC,IS_SPECIAL_ABILITY_ENABLED
0xFF1BC556,SET_SPECIAL_ABILITY_MULTIPLIER
0x8CB53C9F,_IS_PLAYER_WITHIN_TEST_CAPSULE
0xC552E06C,START_PLAYER_TELEPORT
0x86AB8DBB,STOP_PLAYER_TELEPORT
0x3A11D118,IS_PLAYER_TELEPORT_ACTIVE
0xC3B02362,GET_PLAYER_CURRENT_STEALTH_NOISE
0x45514731,SET_PLAYER_HEALTH_RECHARGE_MULTIPLIER
0xB02C2F39,SET_PLAYER_WEAPON_DAMAGE_MODIFIER
0xAE446344,SET_PLAYER_WEAPON_DEFENSE_MODIFIER
0x362E69AD,SET_PLAYER_MELEE_WEAPON_DAMAGE_MODIFIER
0x9F3D577F,SET_PLAYER_MELEE_WEAPON_DEFENSE_MODIFIER
0x823ECA63,SET_PLAYER_VEHICLE_DAMAGE_MODIFIER
0xA16626C7,SET_PLAYER_VEHICLE_DEFENSE_MODIFIER
0x8EA12EDB,SET_PLAYER_PARACHUTE_TINT_INDEX
0x432B0509,GET_PLAYER_PARACHUTE_TINT_INDEX
0x70689638,SET_PLAYER_RESERVE_PARACHUTE_TINT_INDEX
0x77B8EF01,GET_PLAYER_RESERVE_PARACHUTE_TINT_INDEX
0xD79D5D1B,SET_PLAYER_PARACHUTE_PACK_TINT_INDEX
0x4E418E13,GET_PLAYER_PARACHUTE_PACK_TINT_INDEX
0xA3E4798E,SET_PLAYER_HAS_RESERVE_PARACHUTE
0x30DA1DA1,GET_PLAYER_HAS_RESERVE_PARACHUTE
0x832DEB7A,SET_PLAYER_CAN_LEAVE_PARACHUTE_SMOKE_TRAIL
0x14FE9264,SET_PLAYER_PARACHUTE_SMOKE_TRAIL_COLOR
0xF66E5CDD,GET_PLAYER_PARACHUTE_SMOKE_TRAIL_COLOR
0x725C6174,SET_PLAYER_RESET_FLAG_PREFER_REAR_SEATS
0x15786DD1,SET_PLAYER_NOISE_MULTIPLIER
0x8D2D89C4,SET_PLAYER_SNEAKING_NOISE_MULTIPLIER
0x1C70B2EB,CAN_PED_HEAR_PLAYER
0x0D77CC34,SIMULATE_PLAYER_INPUT_GAIT
0x4A701EE1,RESET_PLAYER_INPUT_GAIT
0xA97C2059,SET_AUTO_GIVE_PARACHUTE_WHEN_ENTER_PLANE
0x3D26105F,SET_PLAYER_STEALTH_PERCEPTION_MODIFIER
0xF1E0CAFC,SET_PLAYER_SIMULATE_AIMING
0xF7A0F00F,SET_PLAYER_CLOTH_PIN_FRAMES
0xB8209F16,SET_PLAYER_CLOTH_PACKAGE_INDEX
0x8D9FD4D1,SET_PLAYER_CLOTH_LOCK_COUNTER
0xECD12E60,PLAYER_ATTACH_VIRTUAL_BOUND
0x96100EA4,PLAYER_DETACH_VIRTUAL_BOUND
0x4A01B76A,HAS_PLAYER_BEEN_SPOTTED_IN_STOLEN_VEHICLE
0x9765E71D,IS_PLAYER_RIDING_TRAIN
0xFEA40B6C,HAS_PLAYER_LEFT_THE_WORLD
0x9254249D,SET_PLAYER_PARACHUTE_VARIATION_OVERRIDE
0xFD60F5AB,CLEAR_PLAYER_PARACHUTE_VARIATION_OVERRIDE
0x5D382498,SET_PLAYER_PARACHUTE_MODEL_OVERRIDE
0x6FF034BB,CLEAR_PLAYER_PARACHUTE_MODEL_OVERRIDE
0xA877FF5E,SET_PLAYER_PARACHUTE_PACK_MODEL_OVERRIDE
0xBB62AAC5,CLEAR_PLAYER_PARACHUTE_PACK_MODEL_OVERRIDE
0x8C6E611D,DISABLE_PLAYER_VEHICLE_REWARDS
0x3AC90869,DOES_ENTITY_EXIST
0xACFEB3F9,DOES_ENTITY_BELONG_TO_THIS_SCRIPT
0xA5B33300,DOES_ENTITY_HAVE_DRAWABLE
0x9BCD2979,DOES_ENTITY_HAVE_PHYSICS
0x1D9CAB92,HAS_ENTITY_ANIM_FINISHED
0x6B74582E,HAS_ENTITY_BEEN_DAMAGED_BY_ANY_OBJECT
0x53FD4A25,HAS_ENTITY_BEEN_DAMAGED_BY_ANY_PED
0x878C2CE0,HAS_ENTITY_BEEN_DAMAGED_BY_ANY_VEHICLE
0x07FC77E0,HAS_ENTITY_BEEN_DAMAGED_BY_ENTITY
0x53576FA7,HAS_ENTITY_CLEAR_LOS_TO_ENTITY
0x210D87C8,HAS_ENTITY_CLEAR_LOS_TO_ENTITY_IN_FRONT
0x662A2F41,HAS_ENTITY_COLLIDED_WITH_ANYTHING
0xC0E3AA47,GET_LAST_MATERIAL_HIT_BY_ENTITY
0xAB415C07,GET_COLLISION_NORMAL_OF_LAST_HIT_FOR_ENTITY
0x58D9775F,FORCE_ENTITY_AI_AND_ANIMATION_UPDATE
0x83943F41,GET_ENTITY_ANIM_CURRENT_TIME
0x433A9D18,GET_ENTITY_ANIM_TOTAL_TIME
0xFE1589F9,GET_ENTITY_ATTACHED_TO
0x1647F1CB,GET_ENTITY_COORDS
0x84DCECBF,GET_ENTITY_FORWARD_VECTOR
0x49FAE914,GET_ENTITY_FORWARD_X
0x9E2F917C,GET_ENTITY_FORWARD_Y
0x972CC383,GET_ENTITY_HEADING
0x8E3222B7,GET_ENTITY_HEALTH
0xC7AE6AA1,GET_ENTITY_MAX_HEALTH
0x96F84DF8,SET_ENTITY_MAX_HEALTH
0xEE443481,GET_ENTITY_HEIGHT
0x57F56A4D,GET_ENTITY_HEIGHT_ABOVE_GROUND
0xEB9EB001,GET_ENTITY_MATRIX
0xDAFCB3EC,GET_ENTITY_MODEL
0x6477EC9E,GET_OFFSET_FROM_ENTITY_GIVEN_WORLD_COORDS
0xABCF043A,GET_OFFSET_FROM_ENTITY_IN_WORLD_COORDS
0xFCE6ECE5,GET_ENTITY_PITCH
0x5154EC90,GET_ENTITY_QUATERNION
0x36610842,GET_ENTITY_ROLL
0x8FF45B04,GET_ENTITY_ROTATION
0x9BF8A73F,GET_ENTITY_ROTATION_VELOCITY
0xB7F70784,GET_ENTITY_SCRIPT
0x9E1E4798,GET_ENTITY_SPEED
0x3ED2B997,GET_ENTITY_SPEED_VECTOR
0xF4268190,GET_ENTITY_UPRIGHT_VALUE
0xC14C9B6B,GET_ENTITY_VELOCITY
0xBC5A9C58,GET_OBJECT_INDEX_FROM_ENTITY_INDEX
0xC46F74AC,GET_PED_INDEX_FROM_ENTITY_INDEX
0xC69CF43D,GET_VEHICLE_INDEX_FROM_ENTITY_INDEX
0x7C6339DF,GET_WORLD_POSITION_OF_ENTITY_BONE
0xCE17FDEC,GET_NEAREST_PLAYER_TO_ENTITY
0xB1808F56,GET_NEAREST_PLAYER_TO_ENTITY_ON_TEAM
0x0B1BD08D,GET_ENTITY_TYPE
0xD4B9715A,IS_AN_ENTITY
0x55D33EAB,IS_ENTITY_A_PED
0x2632E124,IS_ENTITY_A_MISSION_ENTITY
0xBE800B01,IS_ENTITY_A_VEHICLE
0x3F52E561,IS_ENTITY_AN_OBJECT
0xD749B606,IS_ENTITY_AT_COORD
0xDABDCB52,IS_ENTITY_AT_ENTITY
0xEC1479D5,IS_ENTITY_ATTACHED
0x0B5DE340,IS_ENTITY_ATTACHED_TO_ANY_OBJECT
0x9D7A609C,IS_ENTITY_ATTACHED_TO_ANY_PED
0xDE5C995E,IS_ENTITY_ATTACHED_TO_ANY_VEHICLE
0xB0ABFEA8,IS_ENTITY_ATTACHED_TO_ENTITY
0xB6F7CBAC,IS_ENTITY_DEAD
0xA4157987,IS_ENTITY_IN_AIR
0x883622FA,IS_ENTITY_IN_ANGLED_AREA
0x8C2DFA9D,IS_ENTITY_IN_AREA
0x45C82B21,IS_ENTITY_IN_ZONE
0x4C3C2508,IS_ENTITY_IN_WATER
0x0170F68C,GET_ENTITY_SUBMERGED_LEVEL
0x40C84A74,_SET_USED_BY_PLAYER
0xC1FEC5ED,IS_ENTITY_ON_SCREEN
0x0D130D34,IS_ENTITY_PLAYING_ANIM
0x928E12E9,IS_ENTITY_STATIC
0x6B931477,IS_ENTITY_TOUCHING_ENTITY
0x307E7611,IS_ENTITY_TOUCHING_MODEL
0x3BCDF4E1,IS_ENTITY_UPRIGHT
0x5ACAA48F,IS_ENTITY_UPSIDEDOWN
0x120B4ED5,IS_ENTITY_VISIBLE
0x5D240E9D,IS_ENTITY_VISIBLE_TO_SCRIPT
0x46BC5B40,IS_ENTITY_OCCLUDED
0xEA127CBC,WOULD_ENTITY_BE_OCCLUDED
0x00AB7A4A,IS_ENTITY_WAITING_FOR_WORLD_COLLISION
0x28924E98,APPLY_FORCE_TO_ENTITY_CENTER_OF_MASS
0xC1C0855A,APPLY_FORCE_TO_ENTITY
0xEC024237,ATTACH_ENTITY_TO_ENTITY
0x0547417F,ATTACH_ENTITY_TO_ENTITY_PHYSICALLY
0x6909BA59,PROCESS_ENTITY_ATTACHMENTS
0xE4ECAC22,GET_ENTITY_BONE_INDEX_BY_NAME
0x2B83F43B,CLEAR_ENTITY_LAST_DAMAGE_ENTITY
0xFAA3D236,DELETE_ENTITY
0xC8EFCB41,DETACH_ENTITY
0x65C16D57,FREEZE_ENTITY_POSITION
0xD3850671,_SET_ENTITY_NOT_HAVE_ADVANCED_PHYSICS
0x878753D5,PLAY_ENTITY_ANIM
0x012760AA,PLAY_SYNCHRONIZED_ENTITY_ANIM
0xEB4CBA74,PLAY_SYNCHRONIZED_MAP_ENTITY_ANIM
0x7253D5B2,STOP_SYNCHRONIZED_MAP_ENTITY_ANIM
0xC4769830,STOP_ENTITY_ANIM
0xE27D2FC1,STOP_SYNCHRONIZED_ENTITY_ANIM
0x66571CA0,HAS_ANIM_EVENT_FIRED
0xC41DDA62,FIND_ANIM_EVENT_PHASE
0x99D90735,SET_ENTITY_ANIM_CURRENT_TIME
0x3990C90A,SET_ENTITY_ANIM_SPEED
0x5D1F9E0F,SET_ENTITY_AS_MISSION_ENTITY
0xADF2267C,SET_ENTITY_AS_NO_LONGER_NEEDED
0x9A388380,SET_PED_AS_NO_LONGER_NEEDED
0x9B0E10BE,SET_VEHICLE_AS_NO_LONGER_NEEDED
0x3F6B949F,SET_OBJECT_AS_NO_LONGER_NEEDED
0x60B6E744,SET_ENTITY_CAN_BE_DAMAGED
0x34165B5D,SET_ENTITY_CAN_BE_DAMAGED_BY_RELATIONSHIP_GROUP
0x3B13797C,SET_ENTITY_CAN_BE_TARGETED_WITHOUT_LOS
0x139FD37D,SET_ENTITY_COLLISION
0xDF70B41B,SET_ENTITY_COORDS
0x4C83DE8D,SET_ENTITY_COORDS_NO_OFFSET
0x236F525B,SET_ENTITY_DYNAMIC
0xE0FF064D,SET_ENTITY_HEADING
0xFBCD1831,SET_ENTITY_HEALTH
0xC1213A21,SET_ENTITY_INVINCIBLE
0x9729EE32,SET_ENTITY_IS_TARGET_PRIORITY
0xE8FC85AF,SET_ENTITY_LIGHTS
0xC52F295B,SET_ENTITY_LOAD_COLLISION_FLAG
0x851687F9,HAS_COLLISION_LOADED_AROUND_ENTITY
0x46AFFED3,SET_ENTITY_MAX_SPEED
0x4B707F50,SET_ENTITY_ONLY_DAMAGED_BY_PLAYER
0x202237E2,SET_ENTITY_ONLY_DAMAGED_BY_RELATIONSHIP_GROUP
0x7E9EAB66,SET_ENTITY_PROOFS
0x83B6046F,SET_ENTITY_QUATERNION
0x6B189A1A,SET_ENTITY_RECORDS_COLLISIONS
0x0A345EFE,SET_ENTITY_ROTATION
0xD043E8E1,SET_ENTITY_VISIBLE
0xFF5A1988,SET_ENTITY_VELOCITY
0xE2F262BF,SET_ENTITY_HAS_GRAVITY
0xD7ACC7AD,SET_ENTITY_LOD_DIST
0x4DA3D51F,GET_ENTITY_LOD_DIST
0xAE667CB0,SET_ENTITY_ALPHA
0x1560B017,GET_ENTITY_ALPHA
0x8A30761C,RESET_ENTITY_ALPHA
0xD8FF798A,SET_ENTITY_ALWAYS_PRERENDER
0xAAC9317B,SET_ENTITY_RENDER_SCORCHED
0xC47F5B91,SET_ENTITY_TRAFFICLIGHT_OVERRIDE
0x0BC12F9E,CREATE_MODEL_SWAP
0xCE0AA8BC,REMOVE_MODEL_SWAP
0x7BD5CF2F,CREATE_MODEL_HIDE
0x07AAF22C,CREATE_MODEL_HIDE_EXCLUDING_SCRIPT_OBJECTS
0x993DBC10,REMOVE_MODEL_HIDE
0x335190A2,CREATE_FORCED_OBJECT
0xAED73ADD,REMOVE_FORCED_OBJECT
0x1E11BFE9,SET_ENTITY_NO_COLLISION_ENTITY
0xE90005B8,SET_ENTITY_MOTION_BLUR
0x0389EF71,CREATE_PED
0x13EFB9A0,DELETE_PED
0x8C8A8D6E,CLONE_PED
0xFC70EEC7,CLONE_PED_TO_TARGET
0x7DA6BC83,IS_PED_IN_VEHICLE
0xA6438D4B,IS_PED_IN_MODEL
0x3B0171EE,IS_PED_IN_ANY_VEHICLE
0xB98DB96B,IS_COP_PED_IN_AREA_3D
0x2530A087,IS_PED_INJURED
0x69DFA0AF,IS_PED_HURT
0xBADA0093,IS_PED_FATALLY_INJURED
0xCBDB7739,IS_PED_DEAD_OR_DYING
0x1FA39EFE,IS_CONVERSATION_PED_DEAD
0xDEBAB2AF,IS_PED_AIMING_FROM_COVER
0x961E1745,IS_PED_RELOADING
0x404794CA,IS_PED_A_PLAYER
0x3000F092,CREATE_PED_INSIDE_VEHICLE
0x961458F9,SET_PED_DESIRED_HEADING
0x290421BE,_FREEZE_PED_CAMERA_ROTATION
0x0B775838,IS_PED_FACING_PED
0xFD7814A5,IS_PED_IN_MELEE_COMBAT
0xA0DC0B87,IS_PED_STOPPED
0x741BF04F,IS_PED_SHOOTING_IN_AREA
0x91833867,IS_ANY_PED_SHOOTING_IN_AREA
0xE7C3405E,IS_PED_SHOOTING
0x6C17122E,SET_PED_ACCURACY
0x0A2A0AA0,GET_PED_ACCURACY
0x5F1DDFCB,IS_PED_MODEL
0x05CC1380,EXPLODE_PED_HEAD
0x4FFB8C6C,REMOVE_PED_ELEGANTLY
0xF686B26E,ADD_ARMOUR_TO_PED
0x4E3A0CC4,SET_PED_ARMOUR
0x07500C79,SET_PED_INTO_VEHICLE
0x58A80BD5,SET_PED_ALLOW_VEHICLES_OVERRIDE
0xF9ABE88F,CAN_CREATE_RANDOM_PED
0x5A949543,CREATE_RANDOM_PED
0xB927CE9A,CREATE_RANDOM_PED_AS_DRIVER
0x99861609,CAN_CREATE_RANDOM_DRIVER
0x7018BE31,CAN_CREATE_RANDOM_BIKE_RIDER
0x20E01957,SET_PED_MOVE_ANIMS_BLEND_OUT
0xAA7F1131,SET_PED_CAN_BE_DRAGGED_OUT
0x6CD58238,_FAIL_MISSION
0x90950455,IS_PED_MALE
0x194BB7B0,IS_PED_HUMAN
0xAFE92319,GET_VEHICLE_PED_IS_IN
0x5E3B5942,RESET_PED_LAST_VEHICLE
0x039C82BB,SET_PED_DENSITY_MULTIPLIER_THIS_FRAME
0x2909ABF0,SET_SCENARIO_PED_DENSITY_MULTIPLIER_THIS_FRAME
0x25EA2AA5,SET_SCRIPTED_CONVERSION_COORD_THIS_FRAME
0x7A97283F,SET_PED_NON_CREATION_AREA
0x6F7043A3,CLEAR_PED_NON_CREATION_AREA
0x43103006,IS_PED_ON_MOUNT
0xDD31EC4E,GET_MOUNT
0xA1AE7CC7,IS_PED_ON_VEHICLE
0x63CB4603,IS_PED_ON_SPECIFIC_VEHICLE
0x40D90BF2,SET_PED_MONEY
0xEB3C4C7E,GET_PED_MONEY
0x6F6FC7E6,SET_PED_SUFFERS_CRITICAL_HITS
0xDDDE26FA,IS_PED_SITTING_IN_VEHICLE
0x0EA9CA03,IS_PED_SITTING_IN_ANY_VEHICLE
0xC60D0785,IS_PED_ON_FOOT
0x4D885B2E,IS_PED_ON_ANY_BIKE
0x0EDAC574,IS_PED_PLANTING_BOMB
0x129F9DC1,GET_DEAD_PED_PICKUP_COORDS
0x1118A947,IS_PED_IN_ANY_BOAT
0xE65F8059,IS_PED_IN_ANY_SUB
0x7AB5523B,IS_PED_IN_ANY_HELI
0x51BBCE7E,IS_PED_IN_ANY_PLANE
0xCA072485,IS_PED_IN_FLYING_VEHICLE
0x604C872B,SET_PED_DIES_IN_WATER
0x8D4D9ABB,SET_PED_DIES_IN_SINKING_VEHICLE
0x2CE311A7,GET_PED_ARMOUR
0xB014A09C,SET_PED_STAY_IN_VEHICLE_WHEN_JACKED
0x5DB7B3A9,SET_PED_CAN_BE_SHOT_IN_VEHICLE
0xAB933841,GET_PED_LAST_DAMAGE_BONE
0x56CB715E,CLEAR_PED_LAST_DAMAGE_BONE
0x516E30EE,SET_AI_WEAPON_DAMAGE_MODIFIER
0x6E965420,RESET_AI_WEAPON_DAMAGE_MODIFIER
0x0F9A401F,SET_AI_MELEE_WEAPON_DAMAGE_MODIFIER
0x97886238,RESET_AI_MELEE_WEAPON_DAMAGE_MODIFIER
0x75C49F74,SET_PED_CAN_BE_TARGETTED
0xB103A8E1,SET_PED_CAN_BE_TARGETTED_BY_TEAM
0xD050F490,SET_PED_CAN_BE_TARGETTED_BY_PLAYER
0x7F67671D,SET_TIME_EXCLUSIVE_DISPLAY_TEXTURE
0x84FA790D,IS_PED_IN_ANY_POLICE_VEHICLE
0xA819680B,FORCE_PED_TO_OPEN_PARACHUTE
0xCD71F11B,IS_PED_IN_PARACHUTE_FREE_FALL
0xABF77334,IS_PED_FALLING
0x07E5BC0E,IS_PED_JUMPING
0xBCE03D35,IS_PED_CLIMBING
0xC3169BDA,IS_PED_VAULTING
0x7BC5BF3C,IS_PED_DIVING
0xB19215F6,IS_PED_JUMPING_OUT_OF_VEHICLE
0x7D4BC475,GET_PED_PARACHUTE_STATE
0x01F3B035,GET_PED_PARACHUTE_LANDING_TYPE
0x5AEFEC3A,SET_PED_PARACHUTE_TINT_INDEX
0xE9E7FAC5,GET_PED_PARACHUTE_TINT_INDEX
0x177EFC79,SET_PED_RESERVE_PARACHUTE_TINT_INDEX
0xB90353D7,SET_PED_DUCKING
0x9199C77D,IS_PED_DUCKING
0x16FD386C,IS_PED_IN_ANY_TAXI
0xEF3B4ED9,SET_PED_ID_RANGE
0xF30658D2,_SET_PED_SHOOTING_RATE
0x4BD72FE8,SET_PED_SEEING_RANGE
0xB32087E0,SET_PED_HEARING_RANGE
0x72E2E18B,SET_PED_VISUAL_FIELD_MIN_ANGLE
0x0CEA0F9A,SET_PED_VISUAL_FIELD_MAX_ANGLE
0x5CC2F1B8,SET_PED_VISUAL_FIELD_MIN_ELEVATION_ANGLE
0x39D9102F,SET_PED_VISUAL_FIELD_MAX_ELEVATION_ANGLE
0xFDF2F7C2,SET_PED_VISUAL_FIELD_PERIPHERAL_RANGE
0xE57202A1,SET_PED_VISUAL_FIELD_CENTER_ANGLE
0x67E28E1D,SET_PED_STEALTH_MOVEMENT
0x40321B83,GET_PED_STEALTH_MOVEMENT
0x8DC0368D,CREATE_GROUP
0x7265BEA2,SET_PED_AS_GROUP_LEADER
0x0EE13F92,SET_PED_AS_GROUP_MEMBER
0xD0D8BDBC,SET_PED_CAN_TELEPORT_TO_GROUP_LEADER
0x48D72B88,REMOVE_GROUP
0x82697713,REMOVE_PED_FROM_GROUP
0x876D5363,IS_PED_GROUP_MEMBER
0x9678D4FF,IS_PED_HANGING_ON_TO_VEHICLE
0x7B820CD5,SET_GROUP_SEPARATION_RANGE
0x2F0D0973,SET_PED_MIN_GROUND_TIME_FOR_STUNGUN
0x02C2A6C3,IS_PED_PRONE
0xFE027CB5,IS_PED_IN_COMBAT
0xCCD525E1,CAN_PED_IN_COMBAT_SEE_TARGET
